"author","word"
"SarahDavison","hong"
"SarahDavison","kong"
"SarahDavison","percent"
"SarahDavison","china"
"SarahDavison","fund"
"SarahDavison","funds"
"SarahDavison","market"
"SarahDavison","investment"
"SarahDavison","management"
"SarahDavison","kong's"
"SarahDavison","economic"
"SarahDavison","foreign"
"SarahDavison","asia"
"SarahDavison","chinese"
"SarahDavison","mutual"
"SarahDavison","domestic"
"SarahDavison","billion"
"SarahDavison","markets"
"SarahDavison","china's"
"SarahDavison","government"
"SarahDavison","stock"
"SarahDavison","week"
"SarahDavison","jardine"
"SarahDavison","asian"
"SarahDavison","bank"
"SarahDavison","fleming"
"SarahDavison","growth"
"SarahDavison","investors"
"SarahDavison","financial"
"SarahDavison","director"
"SarahDavison","economy"
"SarahDavison","term"
"SarahDavison","industry"
"SarahDavison","central"
"SarahDavison","time"
"SarahDavison","u.s"
"SarahDavison","capital"
"SarahDavison","international"
"SarahDavison","managers"
"SarahDavison","power"
"SarahDavison","1997"
"SarahDavison","chief"
"SarahDavison","companies"
"SarahDavison","people"
"SarahDavison","rates"
"SarahDavison","sector"
"SarahDavison","thailand"
"SarahDavison","executive"
"SarahDavison","future"
"SarahDavison","index"
"ScottHillis","china"
"ScottHillis","beijing"
"ScottHillis","chinese"
"ScottHillis","u.s"
"ScottHillis","hong"
"ScottHillis","wang"
"ScottHillis","china's"
"ScottHillis","kong"
"ScottHillis","officials"
"ScottHillis","trade"
"ScottHillis","foreign"
"ScottHillis","taiwan"
"ScottHillis","jiang"
"ScottHillis","united"
"ScottHillis","billion"
"ScottHillis","people"
"ScottHillis","million"
"ScottHillis","party"
"ScottHillis","official"
"ScottHillis","rights"
"ScottHillis","economic"
"ScottHillis","communist"
"ScottHillis","government"
"ScottHillis","human"
"ScottHillis","yuan"
"ScottHillis","military"
"ScottHillis","percent"
"ScottHillis","president"
"ScottHillis","news"
"ScottHillis","shen"
"ScottHillis","washington"
"ScottHillis","told"
"ScottHillis","xinhua"
"ScottHillis","army"
"ScottHillis","remains"
"ScottHillis","tibet"
"ScottHillis","visit"
"ScottHillis","world"
"ScottHillis","site"
"ScottHillis","dalai"
"ScottHillis","defence"
"ScottHillis","1995"
"ScottHillis","beijing's"
"ScottHillis","month"
"ScottHillis","region"
"ScottHillis","sino"
"ScottHillis","prison"
"ScottHillis","western"
"ScottHillis","leader"
"ScottHillis","ties"
"SimonCowell","pounds"
"SimonCowell","million"
"SimonCowell","life"
"SimonCowell","insurance"
"SimonCowell","percent"
"SimonCowell","business"
"SimonCowell","company"
"SimonCowell","profits"
"SimonCowell","billion"
"SimonCowell","market"
"SimonCowell","scotam"
"SimonCowell","abbey"
"SimonCowell","companies"
"SimonCowell","british"
"SimonCowell","policyholders"
"SimonCowell","amp"
"SimonCowell","pence"
"SimonCowell","shares"
"SimonCowell","industry"
"SimonCowell","scottish"
"SimonCowell","1"
"SimonCowell","offer"
"SimonCowell","financial"
"SimonCowell","pound"
"SimonCowell","expected"
"SimonCowell","amicable"
"SimonCowell","bid"
"SimonCowell","results"
"SimonCowell","growth"
"SimonCowell","1996"
"SimonCowell","deal"
"SimonCowell","executive"
"SimonCowell","share"
"SimonCowell","u.s"
"SimonCowell","britain's"
"SimonCowell","chief"
"SimonCowell","investment"
"SimonCowell","london"
"SimonCowell","time"
"SimonCowell","proposals"
"SimonCowell","cost"
"SimonCowell","costs"
"SimonCowell","fund"
"SimonCowell","genetic"
"SimonCowell","mutual"
"SimonCowell","management"
"SimonCowell","merger"
"SimonCowell","plans"
"SimonCowell","operations"
"SimonCowell","national"
"TanEeLyn","hong"
"TanEeLyn","kong"
"TanEeLyn","china"
"TanEeLyn","chinese"
"TanEeLyn","british"
"TanEeLyn","tung"
"TanEeLyn","kong's"
"TanEeLyn","beijing"
"TanEeLyn","china's"
"TanEeLyn","legislature"
"TanEeLyn","democracy"
"TanEeLyn","provisional"
"TanEeLyn","million"
"TanEeLyn","handover"
"TanEeLyn","people"
"TanEeLyn","government"
"TanEeLyn","oil"
"TanEeLyn","leader"
"TanEeLyn","rule"
"TanEeLyn","wang"
"TanEeLyn","future"
"TanEeLyn","pro"
"TanEeLyn","committee"
"TanEeLyn","patten"
"TanEeLyn","chief"
"TanEeLyn","democratic"
"TanEeLyn","britain"
"TanEeLyn","party"
"TanEeLyn","told"
"TanEeLyn","30"
"TanEeLyn","selection"
"TanEeLyn","1"
"TanEeLyn","foreign"
"TanEeLyn","june"
"TanEeLyn","territory"
"TanEeLyn","colony"
"TanEeLyn","elected"
"TanEeLyn","1997"
"TanEeLyn","july"
"TanEeLyn","percent"
"TanEeLyn","prices"
"TanEeLyn","united"
"TanEeLyn","executive"
"TanEeLyn","business"
"TanEeLyn","law"
"TanEeLyn","time"
"TanEeLyn","midnight"
"TanEeLyn","international"
"TanEeLyn","rights"
"TanEeLyn","colonial"
"TheresePoletti","internet"
"TheresePoletti","corp"
"TheresePoletti","computer"
"TheresePoletti","ibm"
"TheresePoletti","quarter"
"TheresePoletti","software"
"TheresePoletti","market"
"TheresePoletti","sales"
"TheresePoletti","industry"
"TheresePoletti","analysts"
"TheresePoletti","business"
"TheresePoletti","service"
"TheresePoletti","pc"
"TheresePoletti","percent"
"TheresePoletti","company"
"TheresePoletti","consumer"
"TheresePoletti","microsoft"
"TheresePoletti","companies"
"TheresePoletti","aol"
"TheresePoletti","network"
"TheresePoletti","analyst"
"TheresePoletti","based"
"TheresePoletti","online"
"TheresePoletti","services"
"TheresePoletti","million"
"TheresePoletti","ibm's"
"TheresePoletti","netscape"
"TheresePoletti","expected"
"TheresePoletti","growth"
"TheresePoletti","web"
"TheresePoletti","international"
"TheresePoletti","share"
"TheresePoletti","stock"
"TheresePoletti","access"
"TheresePoletti","compaq"
"TheresePoletti","month"
"TheresePoletti","system"
"TheresePoletti","pcs"
"TheresePoletti","revenues"
"TheresePoletti","corporate"
"TheresePoletti","systems"
"TheresePoletti","users"
"TheresePoletti","technology"
"TheresePoletti","billion"
"TheresePoletti","machines"
"TheresePoletti","price"
"TheresePoletti","products"
"TheresePoletti","world"
"TheresePoletti","satellite"
"TheresePoletti","president"
"TimFarrand","million"
"TimFarrand","percent"
"TimFarrand","profits"
"TimFarrand","pounds"
"TimFarrand","company"
"TimFarrand","sales"
"TimFarrand","stg"
"TimFarrand","half"
"TimFarrand","business"
"TimFarrand","analysts"
"TimFarrand","market"
"TimFarrand","amp"
"TimFarrand","bass"
"TimFarrand","food"
"TimFarrand","britain"
"TimFarrand","shares"
"TimFarrand","british"
"TimFarrand","1995"
"TimFarrand","billion"
"TimFarrand","pubs"
"TimFarrand","rose"
"TimFarrand","prices"
"TimFarrand","1"
"TimFarrand","company's"
"TimFarrand","growth"
"TimFarrand","brewer"
"TimFarrand","trading"
"TimFarrand","increase"
"TimFarrand","share"
"TimFarrand","analyst"
"TimFarrand","u.s"
"TimFarrand","profit"
"TimFarrand","time"
"TimFarrand","brands"
"TimFarrand","expected"
"TimFarrand","foods"
"TimFarrand","rise"
"TimFarrand","september"
"TimFarrand","beer"
"TimFarrand","division"
"TimFarrand","leisure"
"TimFarrand","total"
"TimFarrand","britain's"
"TimFarrand","european"
"TimFarrand","fell"
"TimFarrand","pound"
"TimFarrand","range"
"TimFarrand","sugar"
"TimFarrand","tobacco"
"TimFarrand","pretax"
"ToddNissen","ford"
"ToddNissen","sales"
"ToddNissen","percent"
"ToddNissen","gm"
"ToddNissen","million"
"ToddNissen","plant"
"ToddNissen","workers"
"ToddNissen","car"
"ToddNissen","chrysler"
"ToddNissen","company"
"ToddNissen","auto"
"ToddNissen","corp"
"ToddNissen","u.s"
"ToddNissen","vehicles"
"ToddNissen","vehicle"
"ToddNissen","president"
"ToddNissen","operations"
"ToddNissen","plants"
"ToddNissen","industry"
"ToddNissen","quarter"
"ToddNissen","automotive"
"ToddNissen","1995"
"ToddNissen","1996"
"ToddNissen","motor"
"ToddNissen","uaw"
"ToddNissen","automaker"
"ToddNissen","ford's"
"ToddNissen","truck"
"ToddNissen","cars"
"ToddNissen","total"
"ToddNissen","gm's"
"ToddNissen","strike"
"ToddNissen","expected"
"ToddNissen","trotman"
"ToddNissen","door"
"ToddNissen","mich"
"ToddNissen","billion"
"ToddNissen","minivans"
"ToddNissen","sport"
"ToddNissen","month"
"ToddNissen","production"
"ToddNissen","time"
"ToddNissen","told"
"ToddNissen","ago"
"ToddNissen","chairman"
"ToddNissen","light"
"ToddNissen","trucks"
"ToddNissen","analysts"
"ToddNissen","executive"
"ToddNissen","market"
"WilliamKazer","china"
"WilliamKazer","u.s"
"WilliamKazer","chinese"
"WilliamKazer","beijing"
"WilliamKazer","china's"
"WilliamKazer","trade"
"WilliamKazer","foreign"
"WilliamKazer","official"
"WilliamKazer","percent"
"WilliamKazer","united"
"WilliamKazer","hong"
"WilliamKazer","kong"
"WilliamKazer","economic"
"WilliamKazer","taiwan"
"WilliamKazer","officials"
"WilliamKazer","market"
"WilliamKazer","bank"
"WilliamKazer","told"
"WilliamKazer","poultry"
"WilliamKazer","president"
"WilliamKazer","billion"
"WilliamKazer","visit"
"WilliamKazer","companies"
"WilliamKazer","million"
"WilliamKazer","government"
"WilliamKazer","party"
"WilliamKazer","power"
"WilliamKazer","relations"
"WilliamKazer","ties"
"WilliamKazer","products"
"WilliamKazer","ban"
"WilliamKazer","ministry"
"WilliamKazer","policy"
"WilliamKazer","technology"
"WilliamKazer","communist"
"WilliamKazer","expected"
"WilliamKazer","company"
"WilliamKazer","10"
"WilliamKazer","central"
"WilliamKazer","domestic"
"WilliamKazer","space"
"WilliamKazer","key"
"WilliamKazer","washington"
"WilliamKazer","cooperation"
"WilliamKazer","inflation"
"WilliamKazer","political"
"WilliamKazer","singapore"
"WilliamKazer","deng"
"WilliamKazer","launch"
"WilliamKazer","sector"
